timestampe,open,high,low,close,volume,time
1574755680000,7165.001,7165.001,7165.001,7165.001,1.716e-05,2019-11-26T08:08:00.000000Z
1574759640000,7165.001,7165.001,7155.0,7155.0,0.00617881,2019-11-26T09:14:00.000000Z
1574760360000,7155.001,7155.001,7155.001,7155.001,0.01332913,2019-11-26T09:26:00.000000Z
1574762220000,7155.001,7155.001,7154.99999995,7154.99999995,0.01248365,2019-11-26T09:57:00.000000Z
1574764800000,7160.0,7160.0,7160.0,7160.0,0.00158594,2019-11-26T10:40:00.000000Z
1574765640000,7155.0,7155.0,7155.0,7155.0,0.04159812,2019-11-26T10:54:00.000000Z
1574766360000,7155.0,7155.0,7155.0,7155.0,0.01178714,2019-11-26T11:06:00.000000Z
1574766420000,7155.0,7155.0,7155.0,7155.0,0.00208615,2019-11-26T11:07:00.000000Z
1574766480000,7154.99999995,7154.99999995,7154.99999995,7154.99999995,0.00402551,2019-11-26T11:08:00.000000Z
1574767740000,7095.001,7095.001,7090.00100003,7090.00100003,0.24939484,2019-11-26T11:29:00.000000Z
1574767920000,7090.00100003,7090.00100003,7090.00100003,7090.00100003,0.00081345,2019-11-26T11:32:00.000000Z
1574768760000,7090.00100003,7090.00100003,7090.00100003,7090.00100003,0.04528886,2019-11-26T11:46:00.000000Z
1574768820000,7090.00100003,7090.00100003,7090.00100003,7090.00100003,0.00760389,2019-11-26T11:47:00.000000Z
1574769180000,7090.00100003,7090.00100003,7090.00100003,7090.00100003,6.3e-07,2019-11-26T11:53:00.000000Z
1574769240000,7090.00100003,7155.0,7090.00100003,7155.0,0.00805652,2019-11-26T11:54:00.000000Z
1574769840000,7155.0,7155.0,7155.0,7155.0,0.02,2019-11-26T12:04:00.000000Z
1574773920000,7087.63743418,7087.63743418,7087.63743418,7087.63743418,0.00965842,2019-11-26T13:12:00.000000Z
1574774340000,7087.63743418,7087.63743418,7087.63743418,7087.63743418,3.5e-07,2019-11-26T13:19:00.000000Z
1574774400000,7087.63743418,7087.63743418,7065.0,7065.0,0.01516071,2019-11-26T13:20:00.000000Z
1574778060000,6880.0,6880.0,6880.0,6880.0,4.816e-05,2019-11-26T14:21:00.000000Z
1574784480000,7249.999,7250.0,7249.999,7250.0,0.00836893,2019-11-26T16:08:00.000000Z
1574787900000,6850.001,6850.001,6850.0,6850.0,0.01270918,2019-11-26T17:05:00.000000Z
1574788320000,7249.99899999,7249.99899999,7249.99899999,7249.99899999,0.00658366,2019-11-26T17:12:00.000000Z
1574788560000,6920.0,6920.0,6920.0,6920.0,0.00976736,2019-11-26T17:16:00.000000Z
1574791560000,7249.999,7249.999,6950.001,6950.001,0.00012738,2019-11-26T18:06:00.000000Z
1574791740000,6895.001,6895.001,6895.001,6895.001,0.00013254,2019-11-26T18:09:00.000000Z
1574791800000,7249.999,7249.999,7249.999,7249.999,0.00018617,2019-11-26T18:10:00.000000Z
1574792040000,6885.001,6885.001,6885.0,6885.0,0.01304452,2019-11-26T18:14:00.000000Z
1574792460000,6930.0,7249.999,6880.0,6880.0,0.0001065,2019-11-26T18:21:00.000000Z
1574792520000,7249.999,7249.999,6860.00000001,6860.00000001,6.59e-05,2019-11-26T18:22:00.000000Z
1574792940000,7252.999,7253.0,7252.999,7253.0,0.00821645,2019-11-26T18:29:00.000000Z
1574795820000,7249.998,7249.998,7075.0,7075.0,0.00960148,2019-11-26T19:17:00.000000Z
1574797620000,6860.001,6860.001,6860.0,6860.0,0.00894124,2019-11-26T19:47:00.000000Z
1574797860000,7249.99899999,7249.99899999,7249.99899999,7249.99899999,0.00709542,2019-11-26T19:51:00.000000Z
1574798640000,6870.0,6870.0,6870.0,6870.0,0.00529591,2019-11-26T20:04:00.000000Z
1574799660000,7249.999,7250.0,7249.999,7250.0,0.0100979,2019-11-26T20:21:00.000000Z
1574800320000,7035.0,7035.0,7035.0,7035.0,0.00789848,2019-11-26T20:32:00.000000Z
1574831100000,7040.001,7040.001,7040.0,7040.0,0.00821677,2019-11-27T05:05:00.000000Z
1574838180000,7060.0,7060.0,7060.0,7060.0,0.0002314,2019-11-27T07:03:00.000000Z
1574843400000,7065.001,7065.001,7065.0,7065.0,0.00839883,2019-11-27T08:30:00.000000Z
1574845200000,7040.0,7040.0,7035.0,7035.0,0.48635221,2019-11-27T09:00:00.000000Z
1574845380000,7029.99899999,7030.0,7029.99899999,7030.0,0.13639894,2019-11-27T09:03:00.000000Z
1574847360000,7029.99999999,7029.99999999,7029.99999999,7029.99999999,1.43e-06,2019-11-27T09:36:00.000000Z
1574851920000,6950.0,6950.0,6895.001,6895.001,0.00726972,2019-11-27T10:52:00.000000Z
1574853060000,7000.0,7000.0,6835.0,6850.001,0.0073573,2019-11-27T11:11:00.000000Z
1574854020000,7024.999,7024.999,6950.0,6950.0,0.0909328,2019-11-27T11:27:00.000000Z
1574854500000,7029.99999999,7040.0,7029.99999999,7040.0,0.39758031,2019-11-27T11:35:00.000000Z
1574854560000,7083.524,7083.524,7083.524,7083.524,0.00128703,2019-11-27T11:36:00.000000Z
1574854800000,7239.99899999,7239.99899999,7239.99899999,7239.99899999,3.02e-06,2019-11-27T11:40:00.000000Z
1574854860000,7239.99899999,7239.99899999,7045.0,7045.0,0.00018194,2019-11-27T11:41:00.000000Z
1574856120000,7100.0,7105.001,7100.0,7105.0,0.29083356,2019-11-27T12:02:00.000000Z
1574856240000,7244.99899999,7245.0,7244.99899999,7245.0,0.12310575,2019-11-27T12:04:00.000000Z
1574856300000,7245.0,7250.0,7245.0,7250.0,0.00628791,2019-11-27T12:05:00.000000Z
1574856360000,7250.0,7253.0,7250.0,7253.0,0.04531845,2019-11-27T12:06:00.000000Z
1574856420000,7269.99899999,7295.0,7269.99899999,7295.0,0.23162218,2019-11-27T12:07:00.000000Z
1574856480000,7295.001,7295.001,7295.0,7295.0,0.08303888,2019-11-27T12:08:00.000000Z
1574856540000,7185.0,7185.0,7185.0,7185.0,0.01086216,2019-11-27T12:09:00.000000Z
1574858460000,7279.99899999,7279.99899999,7279.99899999,7279.99899999,0.00034496,2019-11-27T12:41:00.000000Z
1574860140000,7195.001,7279.99899999,7195.0,7279.99899999,0.00493197,2019-11-27T13:09:00.000000Z
1574860500000,7279.99899999,7279.99899999,7279.99899999,7279.99899999,0.00015135,2019-11-27T13:15:00.000000Z
1574860740000,7274.99899999,7274.99899999,7274.99899999,7274.99899999,6.363e-05,2019-11-27T13:19:00.000000Z
1574860800000,7274.99899999,7275.0,7274.99899999,7275.0,0.27430795,2019-11-27T13:20:00.000000Z
1574860860000,7275.0,7275.0,7275.0,7275.0,0.01354207,2019-11-27T13:21:00.000000Z
1574861040000,7215.0,7215.0,7215.0,7215.0,0.00257871,2019-11-27T13:24:00.000000Z
1574861160000,7215.0,7215.0,7215.0,7215.0,0.00133928,2019-11-27T13:26:00.000000Z
1574861580000,7270.0,7275.0,7270.0,7275.0,0.0685807,2019-11-27T13:33:00.000000Z
1574861880000,7275.0,7275.0,7275.0,7275.0,1.646e-05,2019-11-27T13:38:00.000000Z
1574862240000,7274.99999999,7274.99999999,7274.99999999,7274.99999999,0.00368042,2019-11-27T13:44:00.000000Z
1574862300000,7274.99999999,7274.99999999,7274.99999999,7274.99999999,0.00021117,2019-11-27T13:45:00.000000Z
1574863260000,7274.99999999,7275.0,7274.99999999,7275.0,0.41497986,2019-11-27T14:01:00.000000Z
1574863380000,7275.0,7275.0,7275.0,7275.0,0.00591083,2019-11-27T14:03:00.000000Z
1574863440000,7275.0,7275.0,7275.0,7275.0,0.00237862,2019-11-27T14:04:00.000000Z
1574863500000,7275.0,7275.0,7275.0,7275.0,0.00121034,2019-11-27T14:05:00.000000Z
1574863560000,7275.0,7275.0,7275.0,7275.0,0.95280341,2019-11-27T14:06:00.000000Z
1574863680000,7275.0,7275.0,7275.0,7275.0,0.028287,2019-11-27T14:08:00.000000Z
1574863740000,7275.0,7275.0,7275.0,7275.0,0.007072,2019-11-27T14:09:00.000000Z
1574863800000,7275.0,7275.00000007,7275.0,7275.0,0.43033344,2019-11-27T14:10:00.000000Z
1574863860000,7275.0,7275.0,7275.0,7275.0,0.233669,2019-11-27T14:11:00.000000Z
1574863920000,7275.0,7275.0,7275.0,7275.0,0.09720645,2019-11-27T14:12:00.000000Z
1574864220000,7275.0,7275.0,7275.0,7275.0,0.19573038,2019-11-27T14:17:00.000000Z
1574864280000,7275.0,7275.0,7275.0,7275.0,0.017474,2019-11-27T14:18:00.000000Z
1574864340000,7275.0,7275.0,7275.0,7275.0,0.36341606,2019-11-27T14:19:00.000000Z
1574864460000,7200.001,7200.001,7200.0,7200.0,0.00732189,2019-11-27T14:21:00.000000Z
1574864520000,7205.001,7205.001,7205.001,7205.001,0.001,2019-11-27T14:22:00.000000Z
1574865780000,7205.002,7205.002,7205.002,7205.002,0.00130636,2019-11-27T14:43:00.000000Z
1574865840000,7210.0,7210.0,7210.0,7210.0,0.38244639,2019-11-27T14:44:00.000000Z
1574866440000,7210.0,7210.0,7210.0,7210.0,3.893e-05,2019-11-27T14:54:00.000000Z
1574866980000,7235.0,7235.0,7235.0,7235.0,0.00359781,2019-11-27T15:03:00.000000Z
1574867040000,7235.0,7235.0,7235.0,7235.0,5.285e-05,2019-11-27T15:04:00.000000Z
1574867340000,7235.0,7235.0,7235.0,7235.0,0.4381349,2019-11-27T15:09:00.000000Z
1574867760000,7235.0,7235.0,7235.0,7235.0,0.03612079,2019-11-27T15:16:00.000000Z
1574867820000,7240.0,7240.0,7240.0,7240.0,0.26332405,2019-11-27T15:17:00.000000Z
1574867880000,7220.0,7220.0,7220.0,7220.0,0.0035773,2019-11-27T15:18:00.000000Z
1574868660000,7279.99899999,7279.99899999,7279.99899999,7279.99899999,0.00832765,2019-11-27T15:31:00.000000Z
1574868780000,7284.99899999,7284.99999999,7284.99899999,7284.99999999,0.11465044,2019-11-27T15:33:00.000000Z
1574868840000,7295.0,7295.0,7295.0,7295.0,0.05238049,2019-11-27T15:34:00.000000Z
1574869020000,7250.001,7255.0,7250.001,7255.0,0.01863321,2019-11-27T15:37:00.000000Z
1574869320000,7255.0,7255.0,7255.0,7255.0,0.10530191,2019-11-27T15:42:00.000000Z
1574869500000,7330.00100001,7330.00100001,7330.00100001,7330.00100001,0.00621903,2019-11-27T15:45:00.000000Z
1574872380000,7225.001,7225.001,7225.001,7225.001,0.00010518,2019-11-27T16:33:00.000000Z
1574873280000,7290.99899999,7426.99993,7290.99899998,7426.99993,0.06411491,2019-11-27T16:48:00.000000Z
1574873340000,7420.0,7420.0,7420.0,7420.0,0.005,2019-11-27T16:49:00.000000Z
1574873400000,7420.0,7430.0,7290.99899998,7430.0,0.07150867,2019-11-27T16:50:00.000000Z
